# Positions
$ 10^{-2} $ & $ 10^2 $ & $ 0.43185781026441 $ & $ 0.37795812767281 $ \\
$ 10^{-3} $ & $ 10^3 $ & $ 0.43185799578301 $ & $ 0.37795822142985 $ \\
$ 10^{-4} $ & $ 10^4 $ & $ 0.43185799595649 $ & $ 0.37795822148729 $ \\
$ 10^{-5} $ & $ 10^5 $ & $ 0.43185799595666 $ & $ 0.37795822148734 $ \\

# Velocities
$ 10^{-2} $ & $ 10^2 $ & $ -1.31717241949568 $ & $ 0.00501056763935 $ \\
$ 10^{-3} $ & $ 10^3 $ & $ -1.31717199652833 $ & $ 0.00501094082390 $ \\
$ 10^{-4} $ & $ 10^4 $ & $ -1.31717199614430 $ & $ 0.00501094101462 $ \\
$ 10^{-5} $ & $ 10^5 $ & $ -1.31717199614392 $ & $ 0.00501094101481 $ \\

# Total energy
$ 10^{-2} $ & $ 10^2 $ & $ -0.87500005610694 $ & $ 0.00000005610694 $ \\
$ 10^{-3} $ & $ 10^3 $ & $ -0.87500000000634 $ & $ 0.00000000000634 $ \\
$ 10^{-4} $ & $ 10^4 $ & $ -0.87500000000002 $ & $ 0.00000000000002 $ \\
$ 10^{-5} $ & $ 10^5 $ & $ -0.87500000000000 $ & $ 0.00000000000000 $ \\

# Positions
$ 10^{-2} $ & $ 271 $ & $ 1.00090706435600 $ & $ -0.00357509250162 $ \\
$ 10^{-3} $ & $ 2714 $ & $ 1.00000000643277 $ & $ -0.00004055766535 $ \\
$ 10^{-4} $ & $ 27141 $ & $ 0.99999999981846 $ & $ 0.00000952945064 $ \\
$ 10^{-5} $ & $ 271408 $ & $ 0.99999999999973 $ & $ -0.00000047054159 $ \\

# Velocities
$ 10^{-2} $ & $ 271 $ & $ 0.00604137184659 $ & $ 0.49954169708087 $ \\
$ 10^{-3} $ & $ 2714 $ & $ 0.00008099486599 $ & $ 0.49999999366846 $ \\
$ 10^{-4} $ & $ 27141 $ & $ -0.00001905891350 $ & $ 0.49999999990914 $ \\
$ 10^{-5} $ & $ 271408 $ & $ 0.00000094108315 $ & $ 0.49999999999971 $ \\

# Total energy
$ 10^{-2} $ & $ 271 $ & $ -0.87429818179246 $ & $ 0.00070181820754 $ \\
$ 10^{-3} $ & $ 2714 $ & $ -0.87499999263045 $ & $ 0.00000000736955 $ \\
$ 10^{-4} $ & $ 27141 $ & $ -0.87499999999995 $ & $ 0.00000000000005 $ \\
$ 10^{-5} $ & $ 271408 $ & $ -0.87499999999986 $ & $ 0.00000000000014 $ \\

