# Positions
$ 10^{-2} $ & $ 10^2 $ & $ 0.43185799674148 $ & $ 0.37795822243626 $ \\
$ 10^{-3} $ & $ 10^3 $ & $ 0.43185799595674 $ & $ 0.37795822148744 $ \\
$ 10^{-4} $ & $ 10^4 $ & $ 0.43185799595666 $ & $ 0.37795822148734 $ \\
$ 10^{-5} $ & $ 10^5 $ & $ 0.43185799595666 $ & $ 0.37795822148734 $ \\

# Velocities
$ 10^{-2} $ & $ 10^2 $ & $ -1.31717199815178 $ & $ 0.00501093633037 $ \\
$ 10^{-3} $ & $ 10^3 $ & $ -1.31717199614412 $ & $ 0.00501094101433 $ \\
$ 10^{-4} $ & $ 10^4 $ & $ -1.31717199614392 $ & $ 0.00501094101480 $ \\
$ 10^{-5} $ & $ 10^5 $ & $ -1.31717199614392 $ & $ 0.00501094101480 $ \\

# Total energy
$ 10^{-2} $ & $ 10^2 $ & $ -0.87499999368815 $ & $ 0.00000000631185 $ \\
$ 10^{-3} $ & $ 10^3 $ & $ -0.87499999999936 $ & $ 0.00000000000064 $ \\
$ 10^{-4} $ & $ 10^4 $ & $ -0.87500000000001 $ & $ 0.00000000000001 $ \\
$ 10^{-5} $ & $ 10^5 $ & $ -0.87500000000000 $ & $ 0.00000000000000 $ \\

# Positions
$ 10^{-2} $ & $ 271 $ & $ 0.99989251548991 $ & $ -0.00188348351826 $ \\
$ 10^{-3} $ & $ 2714 $ & $ 0.99999999570857 $ & $ -0.00004046239838 $ \\
$ 10^{-4} $ & $ 27141 $ & $ 0.99999999981835 $ & $ 0.00000952945936 $ \\
$ 10^{-5} $ & $ 271408 $ & $ 0.99999999999977 $ & $ -0.00000047054161 $ \\

# Velocities
$ 10^{-2} $ & $ 271 $ & $ 0.00387234151504 $ & $ 0.50004383139102 $ \\
$ 10^{-3} $ & $ 2714 $ & $ 0.00008093590525 $ & $ 0.49999999884440 $ \\
$ 10^{-4} $ & $ 27141 $ & $ -0.00001905891761 $ & $ 0.49999999990920 $ \\
$ 10^{-5} $ & $ 271408 $ & $ 0.00000094108320 $ & $ 0.49999999999969 $ \\

# Total energy
$ 10^{-2} $ & $ 271 $ & $ -0.87507630757131 $ & $ 0.00007630757131 $ \\
$ 10^{-3} $ & $ 2714 $ & $ -0.87500000077532 $ & $ 0.00000000077532 $ \\
$ 10^{-4} $ & $ 27141 $ & $ -0.87500000000002 $ & $ 0.00000000000002 $ \\
$ 10^{-5} $ & $ 271408 $ & $ -0.87499999999984 $ & $ 0.00000000000016 $ \\

